ProductID,ProductName,Category,Price
498,Clearly Consider,Beauty,386.35
499,Federal How,Beauty,1771.12
500,Only Nation,Books,838.82
501,Others Open,Electronics,1878.81
502,Local Could,Books,784.51
503,Sport Former,Clothing,1823.34
504,Involve Movie,Home,1071.09
505,Base Worker,Books,1939.77
506,Building Point,Beauty,59.18
507,Against Course,Clothing,916.97
508,Page Blood,Books,1374.64
509,Place City,Books,342.48
510,Meeting Such,Beauty,1997.29
511,Everyone Summer,Books,1097.39
512,Article Total,Books,256.16
513,Staff From,Electronics,1869.0
514,Inside Ball,Clothing,1707.22
515,Certainly Then,Home,1894.76
516,Wrong Safe,Home,1113.38
517,Reality Since,Electronics,624.26
518,Well Unit,Clothing,1021.45
519,Whatever Strong,Clothing,885.91
520,Specific Available,Beauty,1482.42
521,Including Late,Home,99.17
522,Beat Usually,Electronics,440.56
523,Peace He,Beauty,1436.12
524,Middle Data,Electronics,1058.03
525,Main Performance,Home,1101.74
526,First Thing,Clothing,995.3
527,Meeting Night,Beauty,506.96
528,Education Concern,Clothing,99.3
529,Finally President,Beauty,1007.37
530,Couple At,Beauty,1090.11
531,Agree Sound,Electronics,963.73
532,Force Rest,Electronics,1028.49
533,Exist Thing,Beauty,952.47
534,Page Call,Beauty,1066.34
535,Usually Bed,Beauty,1784.03
536,Think Gas,Clothing,1664.4
537,Certainly Work,Home,580.1
538,Adult Outside,Home,401.61
539,Time Take,Home,1351.87
540,Result Boy,Books,1022.42
541,Democratic Surface,Clothing,1111.99
542,Eye Interesting,Beauty,1527.78
543,Manage Boy,Clothing,227.34
544,Their Game,Clothing,1942.54
545,Short Land,Clothing,825.5
546,Bit Water,Books,1438.44
547,Scientist Family,Beauty,1852.18
548,Vote Consumer,Home,1587.53
549,Chance Test,Electronics,1376.99
550,Cultural Leave,Home,827.87
551,Until White,Clothing,355.03
552,Over Drive,Electronics,1423.52
553,Different Significant,Electronics,893.74
554,Herself Time,Home,846.63
555,Discover American,Books,1295.49
556,Peace Decide,Beauty,1682.26
557,Wait Than,Beauty,466.55
558,Adult Crime,Beauty,84.06
559,Then Science,Home,1071.98
560,Data True,Electronics,124.87
561,Spring True,Beauty,1506.07
562,Minute You,Electronics,739.23
563,Reason Firm,Clothing,552.79
564,Interview Practice,Books,1795.72
565,Always Dark,Electronics,178.14
566,Card Affect,Clothing,1893.02
567,Nice Necessary,Electronics,688.06
568,Treatment Hot,Home,847.81
569,Traditional Hotel,Books,1102.2
570,One East,Electronics,1088.53
571,Cold Away,Electronics,1061.41
572,The Be,Electronics,1507.33
573,Standard Red,Books,951.07
574,Military Young,Books,500.79
575,Window Popular,Books,1111.35
576,Senior Sister,Home,1497.81
577,All Hold,Books,1219.78
578,Executive Watch,Clothing,121.97
579,Learn Born,Books,1810.53
580,Minute Every,Clothing,440.18
581,Business No,Books,1310.68
582,Thank Dinner,Clothing,507.48
583,Those General,Clothing,1993.1
584,Minute Account,Clothing,1804.59
585,Vote Middle,Beauty,1418.54
586,Lose Range,Electronics,1028.69
587,Court Stuff,Home,300.28
588,Sea Place,Electronics,1395.18
589,Industry It,Books,1983.26
590,Start Take,Clothing,44.95
591,Defense Drop,Clothing,1227.88
592,Author Wall,Beauty,733.78
593,Across Rise,Clothing,1527.39
594,Produce Goal,Books,1130.26
595,Late Power,Clothing,34.97
596,Myself Often,Home,1539.99
597,Tend Themselves,Home,215.83
598,Meeting Remember,Home,513.66
599,His Subject,Beauty,843.4
600,Agreement Middle,Clothing,1564.82
601,Current Ability,Clothing,104.17
602,Else Fish,Electronics,816.0
603,Place Eye,Clothing,1867.91
604,Anyone Worry,Clothing,256.85
605,Window Have,Books,1578.26
606,Most Knowledge,Beauty,1101.88
607,Realize Assume,Home,953.85
608,Meet Upon,Home,1030.99
609,Agreement Senior,Home,1105.31
610,Pull Attorney,Home,290.13
611,Day Prevent,Clothing,1106.3
612,Movement About,Home,110.82
613,Floor Property,Home,69.14
614,Pay Wide,Beauty,1538.53
615,Culture Then,Clothing,535.07
616,Clear Crime,Electronics,298.64
617,Admit Research,Home,1249.11
618,Company Run,Home,826.37
619,Majority Western,Books,188.54
620,What Debate,Beauty,1697.8
621,Seek Coach,Electronics,1798.2
622,Real Lawyer,Clothing,894.32
623,South Those,Books,1625.46
624,Window Member,Electronics,38.22
625,Force Wait,Home,491.52
626,Official Else,Beauty,581.35
627,Future Add,Clothing,1210.1
628,Room Leave,Beauty,1045.38
629,Program Poor,Books,996.09
630,Business Establish,Clothing,774.56
631,Capital Heavy,Clothing,1797.9
632,Oil Them,Electronics,779.28
633,Standard Store,Home,1083.18
634,Business Job,Clothing,339.24
635,On Pull,Beauty,1105.64
636,Art Amount,Books,797.92
637,Ability Modern,Books,1323.01
638,Majority Beautiful,Electronics,1884.27
639,Economy Dog,Home,445.16
640,Political Here,Beauty,705.19
641,Movie Follow,Books,1550.13
642,Appear Style,Electronics,854.59
643,Family Actually,Books,1430.24
644,Hot Responsibility,Books,292.76
645,Worry Road,Beauty,431.19
646,Bring Station,Beauty,142.66
647,Television Recognize,Electronics,1816.51
648,Time Wonder,Electronics,123.19
649,Ask Time,Home,1011.26
650,Argue That,Clothing,1843.27
651,Gas Lot,Electronics,178.22
652,Those Report,Books,597.94
653,List Property,Home,159.49
654,Leader Drop,Clothing,1652.33
655,Fine Relationship,Electronics,1406.47
656,Not Second,Electronics,1138.89
657,He True,Electronics,1504.31
658,Per Bit,Books,351.93
659,Center Local,Home,910.91
660,Argue Here,Beauty,1368.19
661,Television Chance,Clothing,443.55
662,According Less,Clothing,930.37
663,List Analysis,Electronics,1920.42
664,Produce Cut,Home,1672.89
665,Recent Pay,Electronics,1723.06
666,Require Watch,Clothing,823.45
667,Until Treat,Books,207.63
668,Affect Whose,Books,1754.69
669,Charge Information,Clothing,1082.18
670,Claim Man,Books,1799.33
671,Over Account,Beauty,366.71
672,Power Power,Beauty,802.51
673,Age Always,Beauty,1157.95
674,Establish Gas,Clothing,325.33
675,Road Face,Books,1651.04
676,Identify Task,Clothing,1301.54
677,Firm Mind,Books,112.13
678,Candidate Race,Books,1184.08
679,You Our,Electronics,772.6
680,Person Former,Books,964.21
681,Develop Fill,Home,529.76
682,Side Record,Beauty,1057.28
683,Strategy Poor,Books,1023.91
684,Simple Soldier,Electronics,1821.2
685,That First,Home,891.99
686,Cut Crime,Books,303.92
687,Sometimes Expert,Books,1285.27
688,Room Appear,Clothing,734.26
689,Sure Top,Clothing,1646.53
690,Require Seat,Electronics,241.86
691,Heavy Shoulder,Beauty,6.95
692,Western Study,Home,1396.14
693,Notice Gas,Electronics,467.45
694,He Direction,Clothing,1419.99
695,Light Skin,Beauty,1037.86
696,Fast I,Electronics,911.0
697,Receive Than,Electronics,639.7
698,Thing Where,Clothing,1251.79
699,No Add,Electronics,1330.05
700,Already Voice,Clothing,886.92
701,Hope Plan,Clothing,985.86
702,Similar Beyond,Clothing,1439.41
703,Action Would,Home,356.07
704,Yes Officer,Books,1174.51
705,Garden Property,Clothing,888.63
706,Sing Hit,Home,296.76
707,Fast Budget,Beauty,829.73
708,Modern Without,Beauty,477.69
709,Beat Attention,Clothing,596.05
710,Write Always,Home,1870.17
711,See Long,Electronics,1802.62
712,Live None,Home,1451.06
713,Authority Indeed,Clothing,1195.09
714,Skin Develop,Clothing,997.45
715,Skill Manager,Home,1671.26
716,Decide Gas,Clothing,1499.02
717,Mind Site,Books,566.31
718,Box Budget,Beauty,1685.4
719,Visit Win,Books,1355.79
720,Use Parent,Books,813.06
721,Pattern Young,Electronics,1391.49
722,Student Fast,Beauty,1952.7
723,Natural Thing,Home,120.43
724,Usually Someone,Electronics,580.55
725,Bill International,Home,436.59
726,Majority Argue,Books,1154.09
727,Be Wide,Books,1317.3
728,Art Without,Beauty,32.77
729,Attack Sound,Home,1468.8
730,Watch Shoulder,Books,1050.73
731,Down Position,Books,542.23
732,Painting American,Books,1628.11
733,So Police,Home,1121.78
734,Kind Skin,Clothing,572.41
735,Arm Consider,Beauty,262.46
736,Do Meet,Home,1360.95
737,Clearly Provide,Books,492.66
738,Professor Whatever,Beauty,1115.05
739,Pay Pretty,Home,304.86
740,Really Former,Beauty,752.37
741,Agency Many,Beauty,1875.3
742,Actually Their,Home,811.92
743,Certain May,Electronics,1360.18
744,Total Much,Clothing,864.21
745,Serious Soldier,Electronics,1699.88
746,Meeting Education,Electronics,142.58
747,Report Age,Home,630.39
748,Suggest Discussion,Electronics,1587.68
749,Meeting Say,Beauty,51.41
750,Whole Movie,Clothing,169.17
751,Pay Agent,Home,1694.59
752,I Key,Clothing,84.56
753,Others Brother,Home,15.68
754,Pay Glass,Home,1551.36
755,Nation Clear,Electronics,1094.39
756,Learn Investment,Electronics,294.52
757,Cost If,Beauty,1442.64
758,In Grow,Books,1136.44
759,They Far,Electronics,1364.33
760,Difficult Individual,Electronics,1021.35
761,Alone Citizen,Beauty,201.94
762,Part Next,Books,1491.11
763,Growth Serious,Clothing,351.33
764,Vote Mind,Clothing,308.84
765,Enjoy Sing,Beauty,1496.18
766,Would Investment,Clothing,1743.6
767,Pay Four,Electronics,1267.84
768,Deal Never,Beauty,967.31
769,Against Support,Books,454.28
770,Product Whom,Electronics,1688.29
771,World Arm,Home,1640.11
772,Today Write,Clothing,708.8
773,Term Positive,Home,1795.07
774,Get Subject,Home,42.32
775,Suffer Drop,Home,1377.14
776,Health Difficult,Beauty,976.41
777,Memory These,Beauty,1170.72
778,Well Store,Clothing,311.94
779,Bill Maintain,Books,1031.58
780,Develop Manage,Books,704.61
781,Language Civil,Home,1984.54
782,In Establish,Home,169.28
783,Reach Mean,Clothing,745.79
784,Report Perhaps,Books,870.24
785,Sea Customer,Books,1246.83
786,Prevent Onto,Beauty,192.56
787,Middle Rest,Beauty,1320.34
788,Deal Interview,Books,52.94
789,Once Minute,Electronics,1662.87
790,Country Environmental,Home,471.71
791,Wall Among,Clothing,742.89
792,Weight Analysis,Home,1687.28
793,Try Group,Clothing,634.39
794,That Bring,Electronics,325.26
795,Base Teach,Clothing,687.49
796,City Other,Books,1624.49
797,Reduce Everybody,Beauty,1938.77
798,Sit Leader,Books,692.03
799,Information Industry,Home,999.33
800,Care Including,Clothing,1740.78
801,Future Read,Electronics,1740.99
802,Someone Contain,Home,1092.46
803,Shake Someone,Clothing,477.22
804,Statement Minute,Home,1682.37
805,Have Law,Electronics,1997.38
806,Maybe Enough,Clothing,1164.02
807,Protect May,Electronics,409.08
808,Civil He,Electronics,186.96
809,Hit Air,Home,1677.21
810,Although Room,Home,466.14
811,World Medical,Home,1314.77
812,Work Then,Clothing,1569.88
813,Step Toward,Beauty,501.74
814,Smile Computer,Books,1010.19
815,Ability Each,Home,1824.12
816,Coach Energy,Electronics,492.24
817,New Break,Clothing,798.7
818,Economy Party,Home,440.18
819,Wonder Collection,Electronics,1450.11
820,Effort Sure,Clothing,9.01
821,Increase Occur,Home,818.97
822,Identify Mrs,Books,1880.15
823,Read Plan,Clothing,1708.23
824,Black Two,Beauty,1477.29
825,Show Pattern,Clothing,727.68
826,Throw Any,Books,1679.54
827,Receive Room,Books,1037.83
828,Mother Ahead,Books,890.62
829,Skill Audience,Beauty,555.78
830,Change Interest,Clothing,773.18
831,Necessary Just,Clothing,1622.19
832,Situation Cup,Clothing,948.81
833,Lay Air,Beauty,719.74
834,Until Light,Clothing,339.75
835,Action Business,Books,1548.79
836,Against Least,Books,1165.23
837,Teach Identify,Home,1891.48
838,Marriage From,Beauty,49.88
839,Enough Bed,Home,1387.81
840,Pass Series,Clothing,163.26
841,Seat Price,Clothing,1646.61
842,Education Few,Books,1122.79
843,Drop Listen,Home,216.2
844,Analysis Look,Beauty,1985.17
845,According Bad,Clothing,1232.29
846,Certainly Performance,Home,1923.27
847,Choose Area,Books,1865.73
848,Never May,Books,1736.07
849,War Share,Books,894.47
850,Management Nation,Home,240.45
851,System Free,Electronics,1670.36
852,Quite Believe,Clothing,697.6
853,Five Magazine,Clothing,1623.98
854,Always Knowledge,Clothing,1465.7
855,Participant Space,Books,1458.25
856,Simple Teach,Clothing,943.71
857,Thus Citizen,Books,1381.48
858,Personal Easy,Electronics,185.94
859,Father Put,Beauty,781.66
860,Visit Itself,Books,1746.47
861,Pattern Deep,Electronics,1222.42
862,Forward Such,Electronics,1269.99
863,Car Compare,Home,873.65
864,Point Standard,Clothing,90.17
865,Woman Admit,Home,754.6
866,Learn Remember,Books,1021.82
867,Others Two,Clothing,1557.62
868,Traditional Audience,Electronics,1202.41
869,Event Cause,Clothing,777.47
870,Wife East,Clothing,647.45
871,Toward Increase,Electronics,183.71
872,Pick Detail,Home,446.28
873,Garden Read,Clothing,1741.76
874,Force Figure,Home,788.93
875,Score Once,Home,757.4
876,Strong Between,Electronics,309.39
877,Policy Since,Electronics,718.29
878,Gun Arm,Beauty,1473.78
879,Agent Probably,Electronics,45.3
880,Station Media,Books,698.74
881,Similar Audience,Clothing,1049.75
882,Around Four,Books,1990.84
883,Television Tv,Home,906.82
884,Particular Standard,Home,926.62
885,Cold Future,Home,344.43
886,Fast Score,Electronics,167.23
887,Kind Resource,Clothing,1859.47
888,Investment Occur,Beauty,1535.31
889,Them Authority,Beauty,885.67
890,Raise Improve,Home,722.23
891,Run Remember,Beauty,1011.37
892,Want Theory,Beauty,1665.22
893,Character Cultural,Home,884.9
894,Human Feeling,Beauty,1135.09
895,Writer While,Clothing,1504.82
896,Community Require,Books,1591.85
897,Not Return,Electronics,1267.55
898,Foot Term,Beauty,362.36
899,Wish Decision,Clothing,1706.6
900,Cold You,Clothing,956.54
901,Contain International,Home,1560.72
902,Perhaps Such,Books,1741.71
903,Full Feel,Beauty,1832.16
904,Republican Staff,Beauty,698.61
905,Discover Write,Clothing,1543.98
906,Admit Economic,Home,748.06
907,Worry Maybe,Books,726.9
908,Democratic Very,Beauty,58.57
909,Lawyer His,Books,357.5
910,Wonder Tree,Home,142.38
911,Adult Charge,Clothing,1263.08
912,Option Start,Home,667.64
913,However Part,Beauty,799.12
914,Compare Tend,Home,1903.82
915,Full Face,Electronics,1290.55
916,Person Control,Home,156.02
917,Among Body,Clothing,509.71
918,Remember Two,Electronics,997.24
919,Loss Police,Clothing,1406.76
920,While Ask,Books,1465.95
921,Oil Discover,Electronics,1694.15
922,Girl Instead,Electronics,1884.66
923,Likely Minute,Beauty,1703.21
924,Throw Price,Beauty,296.57
925,Threat Blue,Clothing,1204.33
926,Child Any,Clothing,1600.21
927,Page Condition,Books,240.38
928,Police Play,Clothing,239.98
929,Pull Impact,Home,379.14
930,Budget Or,Books,1818.82
931,Push Accept,Beauty,140.07
932,Especially Style,Books,583.08
933,Behind Young,Clothing,149.61
934,Fly National,Home,1036.95
935,Candidate Focus,Beauty,449.06
936,Consumer Station,Books,1231.94
937,Six Camera,Home,295.72
938,We Very,Beauty,242.02
939,Identify Line,Books,1900.48
940,Fact Degree,Beauty,642.7
941,Training Tell,Electronics,802.77
942,Already Bill,Clothing,950.92
943,Doctor Key,Beauty,1427.92
944,Bank Ready,Home,1044.46
945,Live Brother,Clothing,1344.56
946,Become Cell,Home,846.98
947,Impact Reduce,Books,647.23
948,Notice Eye,Electronics,319.15
949,Happen Explain,Electronics,1913.05
950,Follow Finish,Clothing,91.18
951,Example Wide,Beauty,236.6
952,Dog Education,Beauty,1216.19
953,Experience Nature,Books,1982.32
954,Arm Meeting,Books,48.74
955,Race Fire,Clothing,728.11
956,Kitchen Lot,Clothing,1392.34
957,Camera Knowledge,Beauty,1255.16
958,Everybody Democrat,Clothing,633.49
959,Sing Field,Home,940.34
960,International Local,Clothing,1132.18
961,Next Seek,Beauty,887.82
962,Poor Court,Beauty,1756.42
963,Travel Look,Beauty,1012.32
964,Word Man,Electronics,124.28
965,Data Work,Books,1721.81
966,Use Of,Home,1955.66
967,Whole Model,Electronics,669.23
968,Old Show,Beauty,1397.91
969,Ever Race,Electronics,1096.14
970,Side Their,Books,686.9
971,Cover Pass,Home,1826.0
972,Lose Better,Electronics,340.5
973,Process Store,Clothing,259.72
974,Ever At,Electronics,444.47
975,Walk Include,Clothing,1035.27
976,His Field,Beauty,1649.61
977,Walk Wide,Clothing,733.26
978,Report Claim,Books,893.15
979,Ok Really,Books,170.75
980,Billion Third,Beauty,1701.18
981,Southern Discover,Books,1770.53
982,Room Not,Home,1644.96
983,My Successful,Books,286.73
984,Service Trade,Electronics,1579.47
985,Chance Figure,Books,1427.37
986,Human Safe,Electronics,1311.3
987,Seem Collection,Beauty,694.39
988,Since Increase,Home,1386.68
989,Star Agree,Books,1039.47
990,Nice Evidence,Beauty,1152.28
991,Boy Child,Electronics,246.76
992,Face Huge,Home,766.2
993,A Newspaper,Home,126.32
994,Expect Gun,Books,1797.78
995,Evening Hot,Beauty,449.19
996,People Record,Electronics,1465.36
997,Interest Lawyer,Electronics,819.95
998,Today Force,Books,301.74
999,Thus Student,Beauty,1217.76
1000,Late Discover,Clothing,1481.88
